,Item,Reg_Price,Sale_Price,Size,Unit_Size,Image,Category,Subcategory
4223,Snyder's of Hanover Pretzel Snaps Low Fat Family Size Non - GMO,$3.69 ,,16 oz bag, | $0.23 / oz,./Snacks_Candy_Pretzels_Popcorn_files/ZVU1I.jpg,Snacks_Candy,Pretzels_Popcorn
4224,Pop Secret 100 Calorie Pop Microwave Popcorn Butter Snack Bags,$5.00 ,,12 ct box, | $0.42 / ea,./Snacks_Candy_Pretzels_Popcorn_files/UW8YJ.jpg,Snacks_Candy,Pretzels_Popcorn
4225,Nature's Promise Organic Pretzel Sticks Honey Wheat,$2.39 ,,8 oz bag, | $0.30 / oz,./Snacks_Candy_Pretzels_Popcorn_files/NOR3F.jpg,Snacks_Candy,Pretzels_Popcorn
4226,Angie's BOOMCHICKAPOP Popcorn White Cheddar,$3.99 ,,4.5 oz bag, | $0.89 / oz,./Snacks_Candy_Pretzels_Popcorn_files/5NB8E.jpg,Snacks_Candy,Pretzels_Popcorn
4227,Stop & Shop Pretzels Sticks,$2.09 ,,16 oz bag, | $0.13 / oz,./Snacks_Candy_Pretzels_Popcorn_files/8WXET.jpg,Snacks_Candy,Pretzels_Popcorn
4228,Jolly Time Healthy Pop 100 Calorie Mini Bag Kettle Corn - 4 ct,$2.99 ,,4 ct box, | $0.75 / ea,./Snacks_Candy_Pretzels_Popcorn_files/LOPLT.jpg,Snacks_Candy,Pretzels_Popcorn
4229,Jolly Time American's Best Popcorn Kernels High Popping Hybrid White,$3.59 ,,30 oz jar, | $0.12 / oz,./Snacks_Candy_Pretzels_Popcorn_files/N9A7A.jpg,Snacks_Candy,Pretzels_Popcorn
4230,Orville Redenbacher's Gourmet Popping Corn Butter Classic Bag,$4.59 ,,6 ct box, | $0.77 / ea,./Snacks_Candy_Pretzels_Popcorn_files/91AAT.jpg,Snacks_Candy,Pretzels_Popcorn
4231,Pop Secret Microwave Popcorn Butter 94% Fat Free,$5.00 ,,6 ct box, | $0.83 / ea,./Snacks_Candy_Pretzels_Popcorn_files/W4YPR.jpg,Snacks_Candy,Pretzels_Popcorn
4232,Newman's Own Microwave Popcorn Sea Salt,$3.59 ,,3 ct box, | $1.20 / ea,./Snacks_Candy_Pretzels_Popcorn_files/MY82P.jpg,Snacks_Candy,Pretzels_Popcorn
4233,Nature's Promise Organics Popcorn Lightly Salted,$3.19 ,,6 oz bag, | $0.53 / oz,./Snacks_Candy_Pretzels_Popcorn_files/4ARYW.jpg,Snacks_Candy,Pretzels_Popcorn
4234,Angie's BOOMCHICKAPOP Popcorn Sea Salt - 6 pk,$6.39 ,,3.6 oz pkg, | $1.78 / oz,./Snacks_Candy_Pretzels_Popcorn_files/73JC6.jpg,Snacks_Candy,Pretzels_Popcorn
4235,Snyder's of Hanover Pretzel Sourdough Nibblers Family Size Non - GMO,$3.69 ,,16 oz bag, | $0.23 / oz,./Snacks_Candy_Pretzels_Popcorn_files/6JXBO.jpg,Snacks_Candy,Pretzels_Popcorn
4236,Snyder's of Hanover Pretzel Sticks Gluten Free,$3.89 ,,8 oz bag, | $0.49 / oz,./Snacks_Candy_Pretzels_Popcorn_files/WR4VE.jpg,Snacks_Candy,Pretzels_Popcorn
4237,Snack Factory Pretzel Crisps Deli Style Buffalo Wing All Natural,$4.19 ,,7.2 oz bag, | $0.58 / oz,./Snacks_Candy_Pretzels_Popcorn_files/AST4H.jpg,Snacks_Candy,Pretzels_Popcorn
4238,Orville Redenbacher's Microwave Popcorn Kettle Korn,$4.59 ,,6 ct pkg, | $0.77 / ea,./Snacks_Candy_Pretzels_Popcorn_files/UYCTJ.jpg,Snacks_Candy,Pretzels_Popcorn
4239,Rold Gold Pretzels Rods Original,$3.29 ,,12 oz bag, | $0.27 / oz,./Snacks_Candy_Pretzels_Popcorn_files/ML1NF.jpg,Snacks_Candy,Pretzels_Popcorn
4240,Snack Factory Pretzel Crisps Deli Style Everything All Natural,$4.19 ,,7.2 oz bag, | $0.58 / oz,./Snacks_Candy_Pretzels_Popcorn_files/5QK6C.jpg,Snacks_Candy,Pretzels_Popcorn
4241,Snyder's of Hanover Sourdough Hard Pretzels Fat Free Non - GMO,$3.69 ,,13.5 oz box, | $0.27 / oz,./Snacks_Candy_Pretzels_Popcorn_files/0PC5N.jpg,Snacks_Candy,Pretzels_Popcorn
4242,Orville Redenbacher's Microwave Popcorn Movie Theater Butter Mini Bags,$3.29 ,,4 ct box, | $0.82 / ea,./Snacks_Candy_Pretzels_Popcorn_files/YBE37.jpg,Snacks_Candy,Pretzels_Popcorn
4243,Snyder's of Hanover Pretzel Sticks Family Size Non - GMO,$3.69 ,,16 oz bag, | $0.23 / oz,./Snacks_Candy_Pretzels_Popcorn_files/5X6SF.jpg,Snacks_Candy,Pretzels_Popcorn
4244,Snyder's of Hanover Butter Snaps Pretzels,$3.69 ,,12 oz bag, | $0.31 / oz,./Snacks_Candy_Pretzels_Popcorn_files/RU1A2.jpg,Snacks_Candy,Pretzels_Popcorn
4245,Smartfood Delight Air Popped Popcorn Sea Salt Non-GMO,$3.99 ,,5.5 oz bag, | $0.73 / oz,./Snacks_Candy_Pretzels_Popcorn_files/QAN39.jpg,Snacks_Candy,Pretzels_Popcorn
4246,Angie's BOOMCHICKAPOP Kettle Corn Sweet & Salty - 6 pk,$6.39 ,,6 oz bag, | $1.07 / oz,./Snacks_Candy_Pretzels_Popcorn_files/9UASR.jpg,Snacks_Candy,Pretzels_Popcorn
4247,Rold Gold Pretzels Original Thins,$3.29 ,,16 oz bag, | $0.21 / oz,./Snacks_Candy_Pretzels_Popcorn_files/PA0CC.jpg,Snacks_Candy,Pretzels_Popcorn
4248,Snyder's of Hanover Pretzel Rods,$3.69 ,,12 oz bag, | $0.31 / oz,./Snacks_Candy_Pretzels_Popcorn_files/R21Y4.jpg,Snacks_Candy,Pretzels_Popcorn
4249,Bachman Pretzels Mini Bite Size,$3.69 ,,16 oz bag, | $0.23 / oz,./Snacks_Candy_Pretzels_Popcorn_files/SVVLM.jpg,Snacks_Candy,Pretzels_Popcorn
4250,Angie's BOOMCHICKAPOP Sea Salt Popcorn,$6.99 ,,9 oz bag, | $0.78 / oz,./Snacks_Candy_Pretzels_Popcorn_files/SZSGL.jpg,Snacks_Candy,Pretzels_Popcorn
4251,Snyder's of Hanover 100 Calorie Pack Pretzels Variety Pack - 22 pk,$7.49 ,,19.8 oz bag, | $0.38 / oz,./Snacks_Candy_Pretzels_Popcorn_files/4DO76.jpg,Snacks_Candy,Pretzels_Popcorn
4252,Snyder's of Hanover Pretzel Pieces Honey Mustard & Onion,$3.89 ,,12 oz bag, | $0.32 / oz,./Snacks_Candy_Pretzels_Popcorn_files/ZR33A.jpg,Snacks_Candy,Pretzels_Popcorn
4253,"Popcorn, Indiana Kettlecorn Popcorn All Natural",$3.79 ,,7 oz bag, | $0.54 / oz,./Snacks_Candy_Pretzels_Popcorn_files/700ML.jpg,Snacks_Candy,Pretzels_Popcorn
4254,Bachman Pretzels Rolled Rods Original All Natural,$3.69 ,,10 oz bag, | $0.37 / oz,./Snacks_Candy_Pretzels_Popcorn_files/GENNK.jpg,Snacks_Candy,Pretzels_Popcorn
4255,Snyder's of Hanover Pretzels Mini Unsalted Fat Free Non-GMO,$3.69 ,,12 oz bag, | $0.31 / oz,./Snacks_Candy_Pretzels_Popcorn_files/SSX94.jpg,Snacks_Candy,Pretzels_Popcorn
4256,Pop Secret Microwave Popcorn Extra Butter,$5.00 ,,6 ct box, | $0.83 / ea,./Snacks_Candy_Pretzels_Popcorn_files/PIQPE.jpg,Snacks_Candy,Pretzels_Popcorn
4257,Stop & Shop Pretzel Snaps,$2.09 ,,16 oz bag, | $0.13 / oz,./Snacks_Candy_Pretzels_Popcorn_files/LHNX5.jpg,Snacks_Candy,Pretzels_Popcorn
4258,"Popcorn, Indiana Popcorn Movie Theater All Natural",$3.79 ,,4.75 oz bag, | $0.80 / oz,./Snacks_Candy_Pretzels_Popcorn_files/W3F1L.jpg,Snacks_Candy,Pretzels_Popcorn
4259,Smartfood Delight Air Popped Popcorn White Cheddar Flavored,$3.99 ,,6 oz bag, | $0.67 / oz,./Snacks_Candy_Pretzels_Popcorn_files/6YJFB.jpg,Snacks_Candy,Pretzels_Popcorn
4260,Nature's Promise Organics Microwave Popcorn Slightly Salty,$2.29 ,,3 ct box, | $0.76 / ea,./Snacks_Candy_Pretzels_Popcorn_files/83SYR.jpg,Snacks_Candy,Pretzels_Popcorn
4261,Snack Factory Pretzel Crisps Deli Style Garlic Parmesan All Natural,$4.19 ,,7.2 oz bag, | $0.58 / oz,./Snacks_Candy_Pretzels_Popcorn_files/H4343.jpg,Snacks_Candy,Pretzels_Popcorn
4262,"Popcorn, Indiana Popcorn Sea Salt All Natural",$3.79 ,,4.75 oz bag, | $0.80 / oz,./Snacks_Candy_Pretzels_Popcorn_files/P8XN9.jpg,Snacks_Candy,Pretzels_Popcorn
4263,Handi-Snacks Mister Salty Pretzels 'n Cheese Dip - 6 pk,$3.29 ,,5.52 oz pkg, | $0.60 / oz,./Snacks_Candy_Pretzels_Popcorn_files/AMKLB.jpg,Snacks_Candy,Pretzels_Popcorn
4264,Nature's Promise Organics Microwave Popcorn Butter Flavor,$2.29 ,,3 ct box, | $0.76 / ea,./Snacks_Candy_Pretzels_Popcorn_files/FBB80.jpg,Snacks_Candy,Pretzels_Popcorn
4265,Snyder's of Hanover Pretzels Braided Twists Honey Wheat Non - GMO,$3.69 ,,12 oz bag, | $0.31 / oz,./Snacks_Candy_Pretzels_Popcorn_files/HHBBC.jpg,Snacks_Candy,Pretzels_Popcorn
4266,Jiffy Pop Stove Top Popcorn Butter,$1.79 ,,4.5 oz pkg, | $0.40 / oz,./Snacks_Candy_Pretzels_Popcorn_files/CX76Y.jpg,Snacks_Candy,Pretzels_Popcorn
4267,Stop & Shop Pretzels Peanut Butter Filled,$4.99 ,,24 oz tub, | $0.21 / oz,./Snacks_Candy_Pretzels_Popcorn_files/57WQN.jpg,Snacks_Candy,Pretzels_Popcorn
4268,Bachman Thin'n Right Pretzels,$3.69 ,,9 oz bag, | $0.41 / oz,./Snacks_Candy_Pretzels_Popcorn_files/K818I.jpg,Snacks_Candy,Pretzels_Popcorn
4269,Smartfood Popcorn Sweet & Salty Kettle Corn,$3.99 ,,10 oz bag, | $0.40 / oz,./Snacks_Candy_Pretzels_Popcorn_files/S3DRO.jpg,Snacks_Candy,Pretzels_Popcorn
4270,Snyder's of Hanover Real Peanut Butter Filled Pieces,$3.89 ,,10 oz bag, | $0.39 / oz,./Snacks_Candy_Pretzels_Popcorn_files/M5IER.jpg,Snacks_Candy,Pretzels_Popcorn
4271,Snack Factory Pretzel Crisps Deli Style Everything All Natural,,$5.00 ,14 oz bag, | $0.36 / oz,./Snacks_Candy_Pretzels_Popcorn_files/9S87N.jpg,Snacks_Candy,Pretzels_Popcorn
4272,Keebler Town House FlipSides Pretzel Crackers Original,$3.99 ,,9.2 oz box, | $0.43 / oz,./Snacks_Candy_Pretzels_Popcorn_files/JINJM.jpg,Snacks_Candy,Pretzels_Popcorn
4273,Pop Secret Microwave Popcorn Homestyle Value Size,$7.79 ,,12 ct box, | $0.65 / ea,./Snacks_Candy_Pretzels_Popcorn_files/NOGER.jpg,Snacks_Candy,Pretzels_Popcorn
4274,Pop Secret Microwave Popcorn Kettle Corn Old Fashioned,$3.39 ,,3 ct box, | $1.13 / ea,./Snacks_Candy_Pretzels_Popcorn_files/YKW8V.jpg,Snacks_Candy,Pretzels_Popcorn
4275,Bachman Twist Pretzels Original All Natural,$3.69 ,,10 oz bag, | $0.37 / oz,./Snacks_Candy_Pretzels_Popcorn_files/S9EP7.jpg,Snacks_Candy,Pretzels_Popcorn
4276,Cousin Willie's Popcorn Original,$5.19 ,,4 lb bag, | $0.08 / oz,./Snacks_Candy_Pretzels_Popcorn_files/UQO9Y.jpg,Snacks_Candy,Pretzels_Popcorn
4277,Snyder's of Hanover Pretzel Pieces Hot Buffalo Wing,$3.89 ,,12 oz bag, | $0.32 / oz,./Snacks_Candy_Pretzels_Popcorn_files/IWZFK.jpg,Snacks_Candy,Pretzels_Popcorn
4278,Stop & Shop Microwave Popcorn Ultimate Butter,$3.29 ,,6 ct box, | $0.55 / ea,./Snacks_Candy_Pretzels_Popcorn_files/F29OO.jpg,Snacks_Candy,Pretzels_Popcorn
4279,Glutino Pretzel Twists Gluten Free,$3.79 ,,8 oz bag, | $0.47 / oz,./Snacks_Candy_Pretzels_Popcorn_files/WLV7Q.jpg,Snacks_Candy,Pretzels_Popcorn
4280,Pop Secret Microwave Popcorn Homestyle,$3.39 ,,3 ct box, | $1.13 / ea,./Snacks_Candy_Pretzels_Popcorn_files/EPZW7.jpg,Snacks_Candy,Pretzels_Popcorn
4281,Snyder's of Hanover Mini Pretzels Gluten Free,$3.89 ,,8 oz bag, | $0.49 / oz,./Snacks_Candy_Pretzels_Popcorn_files/MVXS8.jpg,Snacks_Candy,Pretzels_Popcorn
4282,Stop & Shop Popcorn Kernels Yellow,$3.19 ,,32 oz bag, | $0.10 / oz,./Snacks_Candy_Pretzels_Popcorn_files/RWA89.jpg,Snacks_Candy,Pretzels_Popcorn
4283,Utz Specials Pretzels Sourdough All Natural,$3.69 ,,16 oz bag, | $0.23 / oz,./Snacks_Candy_Pretzels_Popcorn_files/XF7NO.jpg,Snacks_Candy,Pretzels_Popcorn
4284,Snack Factory Pretzel Crisps Deli Style Garlic Parmesan All Natural,,$5.00 ,14 oz bag, | $0.36 / oz,./Snacks_Candy_Pretzels_Popcorn_files/V37N6.jpg,Snacks_Candy,Pretzels_Popcorn
4285,Cracker Jack Caramel Coated Popcorn & Peanuts The Original,$1.89 ,,4.12 oz bag, | $0.46 / oz,./Snacks_Candy_Pretzels_Popcorn_files/NOABO.jpg,Snacks_Candy,Pretzels_Popcorn
4286,Rold Gold Pretzels Tiny Twists Cheddar,$3.29 ,,10 oz bag, | $0.33 / oz,./Snacks_Candy_Pretzels_Popcorn_files/VTNQ0.jpg,Snacks_Candy,Pretzels_Popcorn
4287,Snyder's of Hanover Pretzel Pieces Cheddar Cheese,$3.89 ,,12 oz bag, | $0.32 / oz,./Snacks_Candy_Pretzels_Popcorn_files/2HNKM.jpg,Snacks_Candy,Pretzels_Popcorn
4288,Glutino Pretzel Sticks Gluten Free,$3.79 ,,8 oz bag, | $0.47 / oz,./Snacks_Candy_Pretzels_Popcorn_files/IGB2W.jpg,Snacks_Candy,Pretzels_Popcorn
4289,Smartfood Popcorn White Cheddar Cheese Gluten Free,$1.89 ,,2.25 oz bag, | $0.84 / oz,./Snacks_Candy_Pretzels_Popcorn_files/H1009.jpg,Snacks_Candy,Pretzels_Popcorn
4290,Bachman Butter Twist Pretzels Original,$3.69 ,,10 oz bag, | $0.37 / oz,./Snacks_Candy_Pretzels_Popcorn_files/MKHEQ.jpg,Snacks_Candy,Pretzels_Popcorn
4291,Snack Factory Pretzel Crisps Deli Style Sea Salt & Cracked Pepper Natural,$4.19 ,,7.2 oz bag, | $0.58 / oz,./Snacks_Candy_Pretzels_Popcorn_files/W2X7I.jpg,Snacks_Candy,Pretzels_Popcorn
4292,Glutino Pretzels Yogurt Covered Gluten Free,$5.79 ,,5.5 oz bag, | $1.05 / oz,./Snacks_Candy_Pretzels_Popcorn_files/0OC7T.jpg,Snacks_Candy,Pretzels_Popcorn
4293,Snyder's of Hanover Pretzel Sticks Gluten Free Family Size,$5.99 ,,14 oz bag, | $0.43 / oz,./Snacks_Candy_Pretzels_Popcorn_files/JZ94S.jpg,Snacks_Candy,Pretzels_Popcorn
4294,Rold Gold Pretzels Thin Crisps Buffalo Wing Flavor,$3.29 ,,8.75 oz bag, | $0.38 / oz,./Snacks_Candy_Pretzels_Popcorn_files/A90BR.jpg,Snacks_Candy,Pretzels_Popcorn
4295,Rold Gold Pretzels Thin Crisps Garlic Parmesan,$3.29 ,,8.75 oz bag, | $0.38 / oz,./Snacks_Candy_Pretzels_Popcorn_files/E1POS.jpg,Snacks_Candy,Pretzels_Popcorn
4296,Utz Pretzel Nuggets Sourdough Fat Free,$3.69 ,,16 oz bag, | $0.23 / oz,./Snacks_Candy_Pretzels_Popcorn_files/RBGS7.jpg,Snacks_Candy,Pretzels_Popcorn
4297,Utz Specials Pretzels Sourdough Extra Dark,$3.69 ,,16 oz bag, | $0.23 / oz,./Snacks_Candy_Pretzels_Popcorn_files/ALFDZ.jpg,Snacks_Candy,Pretzels_Popcorn
4298,Utz Old Fashioned Sourdough Hards Pretzels,$6.99 ,,28 oz tub, | $0.25 / oz,./Snacks_Candy_Pretzels_Popcorn_files/ISR8D.jpg,Snacks_Candy,Pretzels_Popcorn
4299,Blue Diamond Almonds Grab & Go 100 Calories Whole - 7 pk,$4.49 ,,4.38 oz box, | $1.03 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/B6PWZ.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4300,Nature Valley Protein Granola Oats 'N Honey,$4.49 ,,11 oz bag, | $0.41 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/MDLAI.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4301,Blue Diamond Almonds Lightly Salted with Sea Salt,$8.99 ,,16 oz bag, | $0.56 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/APL6R.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4302,Blue Diamond 100 Calories Pack Almonds Lightly Salted Low Sodium - 7 pk,$4.49 ,,4.2 oz box, | $1.07 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/PPO8S.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4303,Stop & Shop Granola Oats & Honey,$3.29 ,,16 oz box, | $0.21 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/NBOI3.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4304,Bear Naked Fit Granola V'nilla Almond,$4.79 ,,12 oz bag, | $0.40 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/P28ZF.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4305,Planters Peanuts Dry Roasted Lightly Salted,$3.99 ,,16 oz jar, | $0.25 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/U19XN.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4306,Stop & Shop Peanuts Dry Roasted Lightly Salted with Sea Salt,$2.99 ,,16 oz jar, | $0.19 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/ZBVJ9.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4307,Stop & Shop Peanuts Dry Roasted Unsalted,$2.99 ,,16 oz jar, | $0.19 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/MEV5K.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4308,Bear Naked Granola Cacao & Cashew Butter 100% Natural,$4.79 ,,11 oz bag, | $0.44 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/H4MSS.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4309,Wonderful Pistachios Roasted & Salted,$5.29 ,,8 oz bag, | $0.66 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/RKSVP.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4310,Blue Diamond Almonds Honey Roasted,$4.49 ,,6 oz can, | $0.75 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/5CODM.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4311,Blue Diamond Almonds Lightly Salted Low Sodium,$4.49 ,,6 oz can, | $0.75 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/4L0IP.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4312,Planters NUT-rition Wholesome Nut Mix,$7.29 ,,9.75 oz can, | $0.75 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/AG1KF.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4313,Blue Diamond Almonds Bold Wasabi & Soy Sauce,$4.49 ,,6 oz can, | $0.75 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/6BGWX.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4314,Planters Cashews Lightly Salted Halves & Pieces,$7.49 ,,8 oz can, | $0.94 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/AWYO7.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4315,Planters Mixed Nuts Lightly Salted,$5.69 ,,10.3 oz can, | $0.55 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/GAKIP.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4316,Planters NUT-rition Heart Healthy Mix,$7.29 ,,9.75 oz can, | $0.75 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/1C0QV.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4317,Blue Diamond Almonds Whole Natural,$8.99 ,,14 oz bag, | $0.64 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/L3JMV.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4318,Blue Diamond Almonds Bold Salt & Vinegar,$4.49 ,,6 oz can, | $0.75 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/Z3LWJ.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4319,Planters Peanuts Honey Roasted,$3.99 ,,16 oz jar, | $0.25 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/IENYF.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4320,Bear Naked Granola Honey Almond 100% Natural,$4.79 ,,11.2 oz pkg, | $0.43 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/CPU1M.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4321,Cascadian Farm Granola Oats & Honey Organic,$4.19 ,,16 oz box, | $0.26 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/KKTZ7.png,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4322,Planters Peanuts Dry Roasted,$3.99 ,,16 oz jar, | $0.25 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/2DL6A.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4323,Blue Diamond Almonds On-the-Go Oven Roasted Sea Salt - 7 pk,$4.49 ,,4.2 oz box, | $1.07 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/TKLBL.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4324,Planters NUT-rition Men's Health Reccomended Mix,$7.29 ,,10.3 oz can, | $0.71 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/7P73J.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4325,Wonderful Pistachios Roasted & Salted No Shells,$7.29 ,,6 oz bag, | $1.22 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/3MC48.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4326,Wonderful Pistachios Roasted & Salted,$12.99 ,,24 oz bag, | $0.54 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/CA7T5.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4327,Blue Diamond Almonds Roasted Salted,$8.99 ,,16 oz bag, | $0.56 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/GD8A6.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4328,Wonderful Pistachios Roasted & Salted No Shells,$14.99 ,,12 oz bag, | $1.25 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/6KV8P.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4329,Planters Mixed Nuts,$7.69 ,,15 oz can, | $0.51 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/Q5F6N.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4330,Stop & Shop Almonds Dry Roasted Unsalted,$5.49 ,,9 oz bag, | $0.61 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/HPDPI.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4331,Bear Naked Soft Baked Granola Fruit & Nut,$4.79 ,,12 oz bag, | $0.40 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/W3P6U.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4332,Stop & Shop Peanuts Roasted Jumbo Unsalted,$6.19 ,,48 oz bag, | $0.13 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/4U2OY.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4333,Planters Cocktail Peanuts Lightly Salted,$3.99 ,,16 oz can, | $0.25 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/6WBG6.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4334,Stop & Shop Cashews Whole Lightly Salted with Sea Salt,$5.19 ,,8.5 oz pkg, | $0.61 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/XP3EE.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4335,Planters Cocktail Peanuts,$3.99 ,,16 oz can, | $0.25 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/6POC2.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4336,Stop & Shop Dry Roasted Peanuts Made With Sea Salt,$2.99 ,,16 oz jar, | $0.19 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/FB7RR.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4337,Stop & Shop Trail Mix Monster,$6.79 ,,24 oz bag, | $0.28 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/CC0LH.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4338,Emerald Pecans Glazed,$5.19 ,,5 oz bag, | $1.04 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/ZBDK9.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4339,Planters Cashews Halves & Pieces,$7.49 ,,8 oz can, | $0.94 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/C11EI.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4340,Planters Mixed Nuts,$5.69 ,,10.3 oz can, | $0.55 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/22Y6H.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
4341,Planters Peanuts Dry Roasted Unsalted,$3.99 ,,16 oz jar, | $0.25 / oz,./Snacks_Candy_Nuts_Seeds_Granola_Trail_Mixes_files/6AW1B.jpg,Snacks_Candy,Nuts_Seeds_Granola_Trail_Mixes
