mCode,mTitle,mUPC,mBrand,mIngredients,mNutrients,mPhoto,CurrUPC,ProductName,BrandName,ProductDesc,ProductScore,Subcatecory,Category
200,"Donettes, Mini Donuts, Double Chocolate",888109150037,Hostess,"Enriched Wheat Flour (Flour, Barley Malt, Reduced Iron, B Vitamins [Niacin, Thiamine Mononitrate {B1}, Riboflavin {B2}, Folic Acid]), Sugar, Water, Palm Shortening, High Fructose Corn Syrup, Partially Hydrogenated Oil (Palm Kernel, Coconut, Palm), Soybean Oil, glycerine. Contains 2% or Less of: Cocoa Processed with Alkali, Nonfat Milk, Leavenings (Baking Soda, Sodium Acid Pyrophosphate, Sodium Aluminum Phosphate), Soy Flour, Egg Yolks, Cocoa, Natural and Artificial Flavor, Salt, Soy Lecithin, Modified Wheat Starch, Dextrose, Distilled Monoglycerides, Mono and Diglycerides, Whey, Tapioca Dextrin, Corn Dextrin, Guar Gum, Karaya Gum, Extracts of Annatto and Turmeric (Color), Potassium Sorbate, Sodium Propionate and Sorbic Acid (to Retain Freshness), Enzymes, Calcium Sulfate, Cellulose Gum, Xanthan Gum.",No Nutrient data,https://d1r9wva3zcpswd.cloudfront.net/58884d51681cfca97f37e339.jpeg,888109150037,Donuts,Hostess,Donettes Frosted Devil's Food Mini Donuts,0,Pastries,Desserts
200,Cooking Stock beef,51000214454,Swanson,"beef stock, yeast extract, salt, natural flavoring, honey, onion juice concentrate, tomato paste, beef fat, carrots, cabbage, beef extract, onions, celery, celery leaves, parsley.",No Nutrient data,https://d1r9wva3zcpswd.cloudfront.net/53ea1d3d8853dec858fa2336.jpeg,051000214454,Cooking Stock,Swanson,Beef Cooking Stock,23,Soups & Broths,Prepared meals
404,NA,NA,NA,NA,NA,NA,003400003078,Chocolate,York,"Chocolate, Dark, Covered Peppermint Patties",6,"Cookies, Candy, & Chocolate",Desserts
200,"Peas, Green",11110897367,Kroger,"Green Peas, Salt.",No Nutrient data,https://d2eawub7utcl6.cloudfront.net/images/nix-apple-grey.png,011110897367,Green Peas,Kroger,Green Peas,90,Frozen,Produce
200,"Ground Beef, Extra Lean",72322553229,Shady Brook Farms,Lean Ground Beef.,No Nutrient data,https://d1r9wva3zcpswd.cloudfront.net/54de5d537d804f5d6b0bdfe6.jpeg,072322553229,Ground Turkey,Shady Brook Farms,Fresh 99% Lean,85,Chicken & Poultry,Meats
404,NA,NA,NA,NA,NA,NA,088810901001,Cupcakes,Hostess,"Cupcakes, Creamy Filling",0,Pastries,Desserts
200,Double Chocolate Muffins,11110606112,Bakery Fresh Goodness,"SUGAR, ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, FERROUS SULFATE, NIACIN, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), EGGS, WATER, SOYBEAN OIL, CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, GROUND VANILLA BEANS), COCOA PROCESSED WITH ALKALI, VEGETABLE SHORTENING (PARTIALLY HYDROGENATED SOYBEAN OIL, MONO- AND DIGLYCERIDES, SOY LECITHIN), MODIFIED CORN STARCH. CONTAINS LESS THAN 2% OF: WHEAT GLUTEN, SALT, NONFAT MILK, MONO- AND DIGLYCERIDES, LEAVENING (BAKING SODA, SODIUM ALUMINUM PHOSPHATE, MONOCALCIUM PHOSPHATE), ARTIFICIAL FLAVOR, CELLULOSE GUM. TOPPING: CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, ANHYDROUS DEXTROSE, COCOA BUTTER, SOY LECITHIN, VANILLA EXTRACT)",No Nutrient data,https://d1r9wva3zcpswd.cloudfront.net/5514257f6e73df6a1edb6e5b.jpeg,011110606112,Muffins,Bakery Fresh Goodness,Double Chocolate Chip Muffins,0,Pastries,Desserts
200,"Special K Cereal, Chocolatey Delight",38000786693,Special K,"Rice, Whole Grain Wheat, Sugar, Chocolatey Chunks (Sugar, Partially Hydrogenated Palm Kernel Oil, Cocoa Processed with Alkali, Cocoa, Soy Lecithin, Artificial Flavor, Milk), Wheat Bran, Contains 2% or Less of Salt, Soluble Wheat Fiber, Brown Sugar Syrup, Natural and Artificial Flavor, Malt Flavoring, BHT for Freshness. Vitamins and Minerals: Vitamin C (Ascorbic Acid), Reduced Iron, Niacinamide, Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin Hydrochloride), Vitamin A Palmitate, Folic Acid, Vitamin D, Vitamin B12.",No Nutrient data,https://d1r9wva3zcpswd.cloudfront.net/536abb0d21f62f01209be1a4.jpeg,038000786693,Cereal,Special K,"Cereal, Chocolatey Delight",77,Bread Products,Grains
200,"Pizza Sauce, Parlor Style",11110712950,Kroger,"Tomato Puree (Water, Tomato Paste), Soybean Oil, Salt, Spices, Parsley (Dehydrated), Natural Garlic Flavor, Citric Acid.",No Nutrient data,https://d1r9wva3zcpswd.cloudfront.net/5948ca832aaf44ba338326e0.jpeg,011110712950,Pizza Sauce,Kroger,"Pizza Sauce, Pizza Parlor Style",46,"Sauces, Gravies, & Marinade",Condiments
401,NA,NA,NA,NA,NA,NA,612669316714,Ground Beef,Laura's,Ground Beef,65,Beef & Veal,Meats
